fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
9d192ab3-11ad-4d60-b176-84365b00622a,2dccaebf-9b23-4120-81fc-b5ce683e15bd,2dccaebf-9b23-4120-81fc-b5ce683e15bd,1,,42.99650669999754,-85.739728,POINT (-85.739728 42.99650669999754),844002,2019-07-09 17:13:10 UTC,2019-07-09 11:29:44 UTC,177.0,,,6.6950002818330425,,,42.99650669999754,N,-85.739728,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.0 (4881), Android 8.0.0, samsung, SM-A520F",72.0,72.0
05753d8f-1c8a-4d50-aec3-e2c759a03aaf,4483dce2-82f4-408e-b220-20c5174d7740,4483dce2-82f4-408e-b220-20c5174d7740,1,,42.99619990000161,-85.73990109999784,POINT (-85.73990109999784 42.99619990000161),729954,2019-07-23 14:22:20 UTC,2019-07-15 10:41:06 UTC,188.0,,,3.00990099009901,,,42.99619990000161,N,-85.73990109999784,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.2 (4885), Android 8.0.0, samsung, SM-A520F",72.0,72.0
79ead93a-ded5-4cd5-a6ed-d8d61ed5a004,4483dce2-82f4-408e-b220-20c5174d7740,4483dce2-82f4-408e-b220-20c5174d7740,1,,42.996162699998095,-85.7399264,POINT (-85.7399264 42.996162699998095),669025,2019-07-23 14:22:22 UTC,2019-07-15 10:41:40 UTC,168.0,,,13.678999899183385,,,42.996162699998095,N,-85.7399264,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.2 (4885), Android 8.0.0, samsung, SM-A520F",72.0,72.0
800b2b5c-a15d-4812-9eef-f64bb995ef73,048318d9-86c5-484d-846f-b06f5d352460,048318d9-86c5-484d-846f-b06f5d352460,1,,42.99615370000117,-85.74,POINT (-85.74 42.99615370000117),877099,2019-07-29 15:54:19 UTC,2019-07-29 11:52:31 UTC,174.0,,,6.862999908483573,,,42.99615370000117,N,-85.74,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
b142a789-9c09-414f-b194-839a34f2b8ed,048318d9-86c5-484d-846f-b06f5d352460,048318d9-86c5-484d-846f-b06f5d352460,1,,42.996157300002245,-85.74000720000001,POINT (-85.74000720000001 42.996157300002245),708112,2019-07-29 15:54:21 UTC,2019-07-29 11:53:16 UTC,174.0,,,7.575,,,42.996157300002245,N,-85.74000720000001,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
68180c50-f90f-46ba-b4f3-b03313a355b2,89897b7f-02dc-400c-b5ee-c8262f2e98bc,89897b7f-02dc-400c-b5ee-c8262f2e98bc,1,,42.9959968,-85.740129,POINT (-85.740129 42.9959968),854008,2019-07-30 14:32:57 UTC,2019-07-30 10:21:55 UTC,190.0,,,5.916999809632591,,,42.9959968,N,-85.740129,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
d1d5f230-c14c-4569-9ffd-4b0543ac771f,89897b7f-02dc-400c-b5ee-c8262f2e98bc,89897b7f-02dc-400c-b5ee-c8262f2e98bc,1,,42.9959968,-85.740129,POINT (-85.740129 42.9959968),701773,2019-07-30 14:32:59 UTC,2019-07-30 10:22:09 UTC,190.0,,,5.916999809632591,,,42.9959968,N,-85.740129,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
1b1144d5-4254-4a24-8fd6-218bcd26ffc6,89897b7f-02dc-400c-b5ee-c8262f2e98bc,89897b7f-02dc-400c-b5ee-c8262f2e98bc,1,,42.9959968,-85.740129,POINT (-85.740129 42.9959968),702370,2019-07-30 14:33:01 UTC,2019-07-30 10:23:46 UTC,190.0,,,5.916999809632591,,,42.9959968,N,-85.740129,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
cba1831a-7047-4f0a-84aa-e4c474ab42f1,e9ac754b-d8c5-42b0-b615-ab216859c90f,e9ac754b-d8c5-42b0-b615-ab216859c90f,1,,42.99619929999875,-85.7400676,POINT (-85.7400676 42.99619929999875),732544,2019-07-30 14:51:30 UTC,2019-07-30 10:50:55 UTC,198.0,,,4.648,,,42.99619929999875,N,-85.7400676,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
052a40eb-50df-444b-8fb6-422e61d3ae1f,e9ac754b-d8c5-42b0-b615-ab216859c90f,e9ac754b-d8c5-42b0-b615-ab216859c90f,1,,42.9961956,-85.7400752,POINT (-85.7400752 42.9961956),882552,2019-07-30 14:51:32 UTC,2019-07-30 10:51:11 UTC,198.0,,,5.346000194874793,,,42.9961956,N,-85.7400752,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
13a80bb4-c1fd-4ce0-b19f-ed062fb3d291,83ac9372-054d-48ad-8843-f049f951aca6,83ac9372-054d-48ad-8843-f049f951aca6,1,,42.9960145,-85.740199,POINT (-85.740199 42.9960145),743588,2019-08-07 16:33:34 UTC,2019-08-07 12:27:10 UTC,206.0,,,6.27299976942587,,,42.9960145,N,-85.740199,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
b1c34913-bae8-4af8-bffd-2e20e955c589,83ac9372-054d-48ad-8843-f049f951aca6,83ac9372-054d-48ad-8843-f049f951aca6,1,,42.9957504,-85.7396225,POINT (-85.7396225 42.9957504),709049,2019-08-07 16:33:36 UTC,2019-08-07 12:27:27 UTC,193.7,,,68.4,,,42.9957504,N,-85.7396225,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
798dd695-f7aa-406d-93c5-c051a59d78d2,4d950855-61be-4d4b-995e-ac3393da5a63,4d950855-61be-4d4b-995e-ac3393da5a63,1,,42.99598009999905,-85.7400985,POINT (-85.7400985 42.99598009999905),776904,2019-08-07 16:50:57 UTC,2019-08-07 12:49:01 UTC,202.0,,,5.232999795793343,,,42.99598009999905,N,-85.7400985,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
2b78faf5-0e9c-4297-b7f7-ef5d6538d82a,8f4785be-bec9-4c68-b199-6123dc83be83,8f4785be-bec9-4c68-b199-6123dc83be83,1,,42.9959072,-85.73996527777778,POINT (-85.73996527777778 42.9959072),894585,2019-08-07 17:11:20 UTC,2019-08-07 13:11:44 UTC,227.0,,,28.0,,,42.9959072,N,-85.73996527777778,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
c31b087a-7be1-4692-b341-a48fcec92ebb,8f4785be-bec9-4c68-b199-6123dc83be83,8f4785be-bec9-4c68-b199-6123dc83be83,1,,42.99586429999806,-85.74013390000117,POINT (-85.74013390000117 42.99586429999806),695640,2019-08-07 17:11:22 UTC,2019-08-07 13:12:08 UTC,204.0,,,17.628000267433308,,,42.99586429999806,N,-85.74013390000117,W,samsung,SM-A520F,,810,1080,"Fulcrum Android 2.33.3 (4903), Android 8.0.0, samsung, SM-A520F",72.0,72.0
